Primary Key,Program,Community,Services Requested,Client Status,HH Work Compliance Status,Member Work Compliance Status
t1200819H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1224963M25040,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233123M35542,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1210800H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233148H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233154H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1200632M23618,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1221645M23451,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216427H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232918M22912,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216055M37757,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216055M45607,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233173H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233022H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233175H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233197M62851,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1225396M27161,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215135M27800,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1200108H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232922H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1205379M45077,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1205379M23215,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232977H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209309M38219,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223946M24157,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1225382H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212320H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216106H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1213351H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216369H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232976H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1200632H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233197M47950,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1218884M31082,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1220365M25973,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1228437H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1206614H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233240M33305,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1201682M31826,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223846M27663,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1209596H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1202724H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233045H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233056H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1208931M29813,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216126M22472,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216369M29160,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233069H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233019M28801,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233079H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223229H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1219952H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1205115H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1134854M29602,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1201244M37305,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233136M25306,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1217634M28529,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233356H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1227745H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1201842H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233643H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216096H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1226349M42539,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1214287M25593,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233009M30308,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212011M26238,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1212011M32641,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233081H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233105M30604,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1214442H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223946H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215672H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215783H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1225476H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1020434M38590,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223147H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216055M22736,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233068M25651,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233188H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233197M32598,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233098M25451,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233216H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233233M22488,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1233240M27868,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1227468H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232944M28980,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1232866M29959,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1223512H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1205379M54333,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1215672M21472,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1216588M30932,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
t1205379M32314,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold - unable to contact client,Non-Compliant Period,Non-Compliant
